name,price,status,shipping,free_returns,items_sold
"100-1000 3/4"" PAPER WRISTBANDS, TYVEK WRISTBANDS, WRISTBANDS FOR EVENTS",395,Brand New,0,True,
"1 LARGE 12"" IN PAPER TURKEY TABLE DECORATION CENTERPIECE THANKSGIVING HONEYCOMB",888,Brand New,0,True,
(1572) TWO Individual Paper LUNCHEON Decoupage Napkins - CHRISTMAS SANTA VINTAGE,198,Brand New,0,True,
"12""x1200"" Jumbo Wrapping-Packing Paper Brown Kraft Paper Roll for Craft Shipping",1029,Brand New,0,True,444
"RAW Rolling Papers METAL Rolling Tray Small 5"" x 7"" - Bikini Girl ",999,Brand New,0,True,17
A-SUB Sublimation Paper eco 125g 8.5X14 100 Sheets Inkjet Heat Transfer DIY Gift,1759,Brand New,0,True,
3x Raw Classic King Size Slim Natural Unrefined Rolling Papers $1.33/Pack! USA ,419,Brand New,0,True,
(473) TWO Individual Paper Luncheon Decoupage Napkin - ROOSTER SUNFLOWERS FRENCH,198,Brand New,0,True,
3X VIBES HEMP PRE-ROLLED CONES ROLLING PAPERS 1 1/4 SIZE (6 CONES PER PACK),998,Brand New,0,True,
RAW Classic 98 special Size Pre-Rolled Cones (100 Pack),1699,Brand New,99,True,
10 PACKS Zig Zag Green Rolling Papers Cut Corners *Best Price* *USA SHIPPED*,724,Brand New,0,True,643
1 Roll Toilet Paper Trump/ Biden/ Nancy Roll Paper Funny Novelty Gag Party Gift,699,Brand New,100,True,91
Moon Red Rolling Papers Single Wide 50 Lvs Buy4@Only.73/PK! *FREE USA Shipping*,135,Brand New,0,True,
"Multipurpose Pen + Gear Copy Paper, White, 500 Sheets for Office and School ",546,Brand New,0,True,103
"500 Pcs #000 4x8 Kraft Paper Bubble Padded Envelopes Mailers Shipping Case 4""x8""",3685,Brand New,0,True,72
"THANKSGIVING CARD RECYCLED PAPER GREETINGS ""STUFF YOURSELF AND HAVE A HAPPY...""",283,Brand New,0,True,
"500 #0 6x10 Kraft Paper Bubble Padded Envelopes Mailers Shipping Case 6""x10""",6500,Brand New,0,True,1360
